"@title","Indonesia"
,"Place one in town, and residents will use it when they get injured."
"#02808","Some tourists have arrived on the island."
,"Let's place signs to guide them toward town."
,"And don't forget signs inside town to show them where the best stores are, too."
"#02809","This allows any residents who aren't doing anything to start restoring wasteland to normal."
,"Place it where there's a lot of wasteland for the best results."
,"It takes time for residents to return from the wastes, though. Be patient and plan things out."
"#02810","Residents deployed on a quest can rent horses from here, increasing their movement speed."
,"It's one horse per person, so try placing lots of stables near the exit of the town."
"#02811","This facility will allow you to move resources between different towns."
,"Select what you want to move, then tap this facility again."
"#02812","This is where your residents will open up treasure chests you've found."
,"Be aware that it will take some time for them to get here and do what they need to do."
"#02813","This place is perfect for healing allies who've gotten injured."
,"Every good town needs at least one."
"#02814","You can perform research here... Except, you don't have any researchers to work here yet."
,"Select the Outdoor Research Lab again and assign a researcher."
"#02815","Let's hope the residents make good use of this!"
"#02816","Let's hope the residents make good use of this!"
,"You can cook any new dishes invented at the Restaurant here."
"#02817","This is used to help defend the town during enemy attacks. Monsters will target this first."
,"Place them at a distance from your most important facilities to lure monsters away."
"#02818","These flower beds have really brightened up the town. It takes me right back to the old days..."
"#02819","I just love the feeling of being surrounded by natural beauty."
"#02820","We could use a couple of trees here in town."
,"Let's make our town pleasant to live in and a treat to look at!"
"#02821","This place will make healing injured allies a lot easier."
,"And it's nice and relaxing even if you're not sick. Maybe I'll take a dip too!"
"#02822","I wonder what kind of animals they'll catch..."
,"You'll get different species depending on the type of terrain."
,"Ranchers will catch any promising animals that wander by. Just be patient and let them do their job."
"#02823","This allows any residents who aren't doing anything to search for treasure."
,"Place it where there's a lot of natural surroundings for the best results."
,"It takes time for the residents to do this, so be sure to plan things out carefully."
"#02824","You can use the materials stored here to create new products."
,"Be sure to deliver materials from time to time to help the store's lineup grow."
"#02825","Using this at the end of the day will restore HP and Vigor."
"#02826","The head of the household gets a separate room to themselves."
,"Select another ally and give it a try."
"#02827","Tourists will pay for goods and services with Copper Coins."
,"Be sure to collect a lot of materials so the stores can make more products."
"#02828","Of course, you'll also need to make plenty of store shelves."
,"Stores will replenish their stock once they sell out of everything. Time when you call tourists into town carefully for the best results."
,"Increasing the workshop level of different shops can lead to some exciting new discoveries."
"#02829","This looks like it could be great for helping injured residents recover."
"#02830","Sometimes the monarch makes public appearances here. The tourists love all that pomp and ceremony."
,"This is a place for the monarch to take a break and relax."
"#02831","Now we can research indoors, too. I have a good feeling about the kingdom's future!"
"#02832","This will be great for recovery. Send injured allies here, and they'll be good as new in no time!"
"#02833","Accessories can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02834","Food can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02835","This is where treasure is analyzed. Doing it here gets the job done a lot faster than anywhere else."
"#02836","Furniture can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02837","Weapons can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02838","Armor can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02839","Skills can be developed here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02840","Items can be made here."
,"Leveling it up and increasing the owner's stats will expand the lineup of products available."
"#02841","This looks like it could be great for helping residents get closer to their full potential."
"#02842","I hope the residents come up with some tasty dishes!"
"#02843","You can make tools and materials needed to rank up here, but not all the time."
,"Put it somewhere where lots of residents can access it."
"#02844","This kind of bed allows your friends to stay in your town for a while."
,"Tap it again and select a friend to invite here."
"#02845","You'll need these to convince visiting adventurers to stay in town."
,"Be sure to place enough for everyone."
"#02846","Once a married couple's affection gets high enough, they might have a need of a bed like this."
,"Best to keep it in their room for as long as possible."
"#02847","You can keep monster eggs here."
,"Once they hatch, residents can take monster allies along on conquests."
"#02848","I heard this can be used to bring back residents whose lives have reached their end..."
,"I guess we can try. There's no harm in placing one, right?"
"#02849","This will allow residents on quests to ride flying dragons! Or so I've heard."
,"In any case, it sounds thrilling! I'd love to try it out for myself."
"#02850","You can keep monster eggs here."
,"Once they hatch, monster allies will help defend the town from enemy attacks."
"#02851","Residents out on quests will stop here to recover."
,"Placing it at a reasonable distance from the town should help quests go more smoothly."
"#02852","Hi, are you the one who dispelled the fog? I owe you, big time!"
,"As a show of my gratitude, I'll upgrade your equipment."
,"Come tell me when you've decided what you want me to work on."
"#02853","Greetings! This is a place where we keep track of your friendships with rulers from other kingdoms."
,"First you'll need one of your residents to act as your representative. Choose someone trustworthy!"
,"It helps to make it somebody strong too. Remember, they'll be going out to assist other kingdoms in battle."
,"I hope you'll make a ton of friends! In fact, I'll eat a banana for every potential friend you might make. I'll get started right now!"
"#02854","Ohohoho. I commend you for saving me."
,"When that fog descended, all the energy seemed to leave my body! I don't know what I would have done if I didn't have my emergency snacks with me."
,"I owe you my life. Please accept this humble gift as thanks."
,"I'll be able to give you more rewards if you can complete the objectives I set. Will you give it a try?"
"#02855","Hello! Am I glad to see you. I was in search of something, and...well, I got lost."
,"As thanks, I'll offer you some challenges. Complete them, and I'll give you the most fabulous rewards."
,"Getting help from friends will make the challenges a lot easier."
,"Tap the challenge again and check its content."
"#02856","It was such a shock when that fog fell. I might have never awakened from my slumber were it not for you."
,"This place sells all kinds of products to help the kingdom develop."
,"You can also exchange the trophies you've collected. Give it a try!"
"#02857","Whew... Thank you!"
,"Back in the day, this was a place where we took care of cute lil' monsters."
,"We used to have a whole lot of them running around, but when the fog appeared they got spooked."
,"Since we've got plenty of space now, just let us know if one of your little darlings needs caring for."
"#02858","Greetings, I am the man they call the Trophy King!"
,"I travel from kingdom to kingdom, giving praise to those who have earned it."
,"There's no doubt about it. This kingdom of yours has great potential."
,"Please accept this trophy in recognition of your great deeds so far."
"#02859","This board shows your current Battle Points. You earn more every time you battle."
,"You can also compete with other players to get the highest score! Once you've registered your points, you can check where you placed the next day."
,"Give it a try - if you score high enough you could earn some spectacular prizes!"
"#02860","This is a statue of the previous king. It looks imposing, but believe me, he was even more impressive in person."
,"Who could have guessed things would turn out like this..."
,"We must give our all to rebuild this kingdom and honor his memory."
"#02861","This is for collecting Copper Coins. You can place it anywhere - our residents are pretty skilled at long-range throwing."
"#02862","This is for collecting Silver Coins. You can place it anywhere - our residents are pretty skilled at long-range throwing."
"#02863","This is for collecting Gold Coins. You can place it anywhere - our residents are pretty skilled at long-range throwing."
"#02864","Good heavens, what a magnificent statue. Such grace and power!"
"#02865","You can store items and treasure here."
,"But there's only so much room. You should really set up some proper storage facilities."
"#02866","Sometimes you'll find seeds needed to grow crops here."
,"Put it somewhere where lots of residents can access it."
"#02867","Ah, this ornament has such a dignified air to it."
,"I feel like my EXP could increase just by looking at it!"
"#02868","Salutations! You've been so much help, clearing away the fog."
,"I've been thinking of how I can repay you..."
,"If you want to send a friend request to someone, come talk to me. I'll be able to help you out."
"#02869","Heh heh heh... You've come a long way, haven't you?"
,"I started my own little business just a while ago."
,"You should check it out sometime. You might find something you like..."
"#02870","Wow, you sure got rid of that fog quick!"
,"I want to do my part to help the town grow, too... By selling you very useful items."
,"Drop by if you feel like spending some Copper Coins."
"#02871","Oh, hey there."
,"Got too many Copper Coins? Exchange them for Silver or Gold Coins at my store!"
,"Feel free to come by. No one else will give you better exchange rates!"
"#02872","I told them I didn't want to guard the arena. I just knew something scary would happen... You really saved my bacon!"
,"Thanks to you I can put my mind at ease and get back to battling."
,"You can use this arena to test your skills against other players."
,"Stack up a lot of victories, and you can get great prizes! Give it a try some time!"
"#02873","Thank goodness you were there to help me!"
,"This room was once used by a wise Instructor to help residents reach their full potential."
,"That Instructor may not be around anymore, but I think I can use my experience to help others improve!"
,"If you have some allies you want to make stronger, just send them my way."
"#02874","You can whip up all kinds of dishes here, but you'll also need shelves to put them on."
,"Stores will replenish their stock once they sell out of everything. Time when you call tourists into town carefully for the best results."
,"Increasing the workshop level will help the chefs come up with some new dishes."
"#02875","Hi there! That was so weird when the fog made me freeze up. Wasn't it funny?"
,"Hee hee. Well, thank you for saving me."
,"I can help you out by fusing together different monsters to make them stronger."
,"Come talk to me if you ever have more monsters than you know what to do with."
"#02876","Good day to you! We have monsters we caught for sale, all for a very modest price."
,"Our lineup changes periodically, so be sure to check back now and then."
"#02877","Hey there! Looks like you finally found us."
,"You can take part in special battles here. But be warned - I don't hold them all the time."
,"Come by when you feel like really testing your mettle!"
"#02878","We can take care of your monster eggs here."
"#02879","Phew, you saved me!"
,"With all that fog and all those monsters, I thought I was a goner!"
,"I wish I could do something to thank you... Oh, I bet I could make you something nice!"
,"This could take some time, though. Come see me again in three days, all right?"
,"Until then!"
"#02880","How do you do. I am a spirit who watches over transport from town to town."
,"If you have any residents you'd like to move from one town to another, let me know and I'll take care of everything!"
,"Adieu for now."
"#02881","Good heavens! Could this be...?"
,"I'd heard from the old king that there was a cave on this island deeper than all the others, one that continues on and on down into the depths."
,"It really does exist... Be careful in there!"
"#02882","Hey there, welcome."
"#02883","Howdy. Looking to make new friends? You've come to the right place."
"#02884","Ho ho ho. Ready for today's challenge?"
"#02885","Hello. Take a look at our lineup."
"#02886","Welcome. Let's build a better kingdom together."
"#02887","Hi there. Any of your monsters need taking care of today?"
"#02888","Thanks for dropping in. I have some neat projects lined up."
"#02889","Shall we go register your high score?"
"#02890","Send out a friend request to people you like!"
"#02891","Heh heh heh. Welcome. I've got some people I'd like you to meet."
"#02892","Welcome. What'll it be?"
"#02893","Welcome. What can I get for you today?"
"#02894","Good to see you again."
"#02895","Here's your opponent for this challenge. What do you think, wanna give it a try?"
"#02896","Hi there. Keep up the good work!"
"#02897","You've got monsters you can fuse together."
"#02898","Monsters for sale, monsters for sale!"
"#02899","Howdy! Ready to take on a special dungeon?"
"#02900","I'm very sorry. I made a mistake with the end time of your previous conquest."
,"Because of that, it ended too soon. Please take this, with my apologies."
"#02901","Ah, hello there."
,"After analyzin' that new area, I found me a way to make my shop even bigger."
,"I haveta go get to work on it, but here, thought I'd give you this first."
"#02902","What do you say? Want to upgrade some weapons?"
"#02903","You can acquire legendary weapons here!"
,"If you've got equipment you're not using, how about exchanging it?"
"#02904","Sell unwanted stuff at my shop for Copper Coins!"
,"Too many items or skills? Sell them to me!"
"#02905","Something about this place attracts monsters. They come here every night."
,"Deploying some allies here will be a great way to level up!"
,"First, you should pick a town to concentrate on supplies."
"#02906","I came up with a splendid idea while out for a stroll!"
,"It will let you put high-ranking merchants, carpenters, movers, even farmers to good use!"
,"It's essentially a room to plan surveys based on interesting rumors."
,"Build it and have non-battle type residents move in!"
"#02907","The Survey Room...nay, the Survey Corps HQ is complete!"
,"By meeting here before setting out, the residents can plan out what to investigate."
,"Let's give it a try!"
"#02908","Deploy allies on a survey from the Corps HQ!"
"#02909","My oh my, you've acquired a rather...interesting facility."
,"According to the manual, if you set it outside your territory it will attract monsters, like light attracts moths!"
,"But be careful - once you place one, demolishing it will cost Diamonds."
,"Let's try placing one in an area with a manageable level."
"#02910","Wowzers! These plans will allow you to fill in rivers and lakes anywhere in your territory."
,"Just be aware that there's a limit to how much land you can reclaim."
"#02911","Congrats, you've acquired a new, larger storehouse."
,"Just perfect for making the best use of your space!"
,"Let's place one right away!"
"#02912","Your rank has gone up! The kingdom is becoming a real powerhouse."
,"We're almost as prosperous as we were under the old king!"
,"But if you want to raise your rank any further than this, you'll need a special kind of treasure."
,"Let's head to somewhere that deals in treasure and work on breaking that rank cap!"
"#02913","Your residents can now leave tending the shop to a salesperson while they focus on other tasks!"
,"They'll be able to make new products in workshops, for example!"
"#02914","You've discovered a new type of housing!"
,"You can get more by building houses for high-rank farmers."
"#02915","Oh, nice! You've acquired a cash register to use in a store."
,"This means someone else can take care of the sales and your craftsperson can concentrate on, well, crafting!"
,"Once you place this, it'll overwrite the old register."
"#02916","Santa's here! Our kingdom's been good this year!"
,"He even brought in a new type of housing. Let's get it built!"
"#02917","Santa's House is all done, but it just doesn't look right without a few reindeer there too."
,"Let's research a way to fix that!"
"#02918","We got a gift from Santa's kingdom… It's a wonderful new weapon!"
,"Let's equip it and see how it handles!"
"#02919","I get this weird, ominous feeling, like something big is about to go down."
,"I've heard rumors that tourists willing to spend Silver Coins are on their way. Can it be true?"
,"But classy folks like that won't spend their money on just anything. We need to put some real entertainment together."
,"Let's go look for new room types!"
"#02920","Special items you've found around town can be displayed here."
,"Of course, you'll also need a proper display room somewhere in your territory."
,"Let's go find a way to build new attractions, stuff like zoos and museums!"
,"None of that will mean a thing if we don't have any exhibits though."
"#02921","Looks like you can fish here."
,"The type of fish you can catch might change depending on where you place this."
,"People from the aquarium go out to catch them, so I've heard."
"#02922","Hello... I'm sorry, it seems there was some kind of mix-up regarding jobs you haven't discovered yet."
,"I need to take those jobs back. Please accept these Diamonds as an apology."
,"Some of the people in town came to their senses and became merchants or guards... Sorry, but you'll have to make them leave."
,"I hope we can fix this problem and put it behind us."
"#02923","Ah, two of our residents have been getting really affectionate towards each other!"
,"You know what they say, first comes love... Oh, but we still need a Church in town!"
,"Select the Church when a couple's affection gets high."
"#02924","*sob* I'm sorry, I always cry at weddings."
,"This may be rushing things, but we need to make their house ready for children!"
"#02925","Place a Baby Crib in preparation for the new arrival."
"#02926","Now that I think of it, when the previous monarch was but a babe in arms, we had a special care facility in town."
,"Let's build one here!"
"#02927","Make a daycare to give the town's children a healthy upbringing, and their parents free time to do their own thing!"
"#02928","My my, how time flies. A new generation of town residents has been born."
,"We've even received letters of congratulation from other kingdoms!"
"#02929","Any way you look at it, new life is always something worth celebrating."
,"If only we could also attract really high-class tourists too. The kind that come here on airships."
,"But we'll need to build a special port to get visitors like that."
"#02930","Oh boy, look what we got!"
"#02931","Special visitors, real VIPs, are on the way!"
,"Let's quickly build an airport so their airship can land near our town!"
"#02932","We have to make new products to satisfy our new customers too!"
,"Let's set up a place for residents to collect new goods."
"#02933","We'll also be needing a Resource Center near our town to keep all the stuff our residents will be bringing in."
"#02934","A new job has been discovered!"
,"Guerillas have special skills that allow them to explore and battle outside town any time."
"#02935","A new job has been discovered!"
,"These warriors are adept at both magic and physical combat."
"#02936","A new job has been discovered!"
,"Berserkers are fierce fighters, but their defense is lousy."
"#02937","A new job has been discovered!"
,"These artists can create new products at studios."
"#02938","A new job has been discovered!"
,"These folks can open up attractions that appeal to special visitors."
"#02939","A new job has been discovered!"
,"These workers have a great affinity with animals. They may even discover some new species."
"#02940","Good grief, a real young royal is making their social debut!"
,"If we impress them, the royal family will invest even more in the town."
"#02941","You've built a fine studio. It'll start producing objects of art, which will then be taken to the Resource Center."
,"If we had a museum, we could draw in even more visitors."
"#02942","The insectarium is complete. Placing a bug trap could 'net' us some really cool exhibits."
,"You might find different species depending on where you place it..."
,"Place it anywhere you like to start off."
"#02943","The aquarium is complete. If we had a fishing pond, we could catch ourselves some really cool exhibits."
,"You might find different species depending on where you place it..."
,"Place it anywhere you like to start off."
"#02944","The zoo is complete."
,"With the right feed, I'm sure we can attract more than just pigs and cows."
,"Experiment with monster feed!"
"#02945","The museum is complete. You can display exhibits here."
,"If we had a studio, we could produce new creations and draw in even more visitors."
,"Create some pieces of art and display them in the museum."
"#02946","Looks like you can catch bugs here."
,"The type of bugs you find might change depending on where you place this."
,"People from the insectarium will go out to look for bugs."
"#02947","Children born in the town are educated here until they grow up."
,"For a child to be born, a married couple's affection has to be pretty darn high."
,"Once a child grows up, you can employ them in town like any other resident."
"#02948","Oh-ho, looks like we've found a beautiful spot just perfect for dates."
,"Strolling about here and taking in the scenery will surely help romance blossom in any couple!"
,"Select people you want to send here to help them get together."
"#02949","=#02484"
"#02950","Clothing"
"#02951","Head"
"#02952","Accessory"
"#02953","Weapon"
"#02954","EXP"
"#02955","Recovery"
"#02956","Max Durability"
"#02957","Provoke"
"#02958","=#02401"
"#02959","Target Cost"
"#02960","Durability"
"#02961","General"
"#02962","Battle"
"#02963","Shop"
"#02964","Set of <0>"
"#02965","Monsters"
"#02966","Materials:"
"#02967","=#02418"
"#02968","Equipment"
"#02969","Facility"
"#02970","=#02519"
"#02971","Job"
"#02972","You found some special treasure."
"#02973","Acquired <0> <1> rights x<2>"
"#02974","Acquired <0> <1> x<2>"
"#02975","You discovered a new area."
"#02976","Unexplored"
"#02977","=#01402"
"#02978","Average Lv."
"#02979","Members"
"#02980","Give Up\tRestart (<0> more)"
"#02981","Start Now"
"#02982","Cancel"
"#02983","You found a boss monster."
"#02984","Currently fighting another boss."
"#02985","Start from here?"
"#02986","=#02431"
"#02987","No access"
"#02988","Select end point."
"#02989","Select starting point."
"#02990","No signs nearby."
"#02991","No defensive wall gates nearby."
"#02992","Max constructions reached."
"#02993","Available at the Diamond Shop"
"#02994","First victory!"
"#02995","Reward"
"#02996","Cannot remove while leveling up."
"#02997","Cannot remove while researching."
"#02998","Take away leadership first."
"#02999","You have more than one town."
"#03000","Residents: 0 (Moving, etc.)"
"#03001","Demolition of expansion facilities complete."
"#03002","Unavailable while facilities are leveling up."
"#03003","Unavailable while goods are moved."
"#03004","No facilities that need construction."
"#03005","No attacking monsters."
"#03006","Town Hall Demolition Requirements"
"#03007","Keep your coin boxes and ally monsters safe."
"#03008","Remove up to where?"
"#03009","Remove which?"
"#03010","Remove <0>?<br>*It will be lost permanently."
"#03011","Remove\t<po=lm><si=9><bo=fefefe>and return to? </bo></si>&<po=rm><pic=money><0>"
"#03012","Remove all facilities and <0>?"
"#03013","If you rebuild your town it will lose its current rank."
"#03014","A survey is already in progress."
"#03015","Destination"
"#03016","Select where to deploy <0>"
"#03017","Select a clear part of the map."
"#03018","Change <0>'s quest objective?"
"#03019","Retreat\tChange Destination"
"#03020","<0> is heading back."
"#03021","Participating: <0>"
"#03022","Max"
"#03023","Low"
"#03024","High"
"#03025","A cave has appeared."
"#03026","Researching..."
"#03027","Completed / Next"
"#03028","Register Today"
"#03029","Completed: <0>"
"#03030","You can now invite friends to your kingdom.<br>Try adding some new friends."
"#03031","Invite a friend?"
"#03032","No friends to invite."
"#03033","Out of bounds."
"#03034","Not enough <0>"
"#03035","Invite a tourist ship"
"#03036","Specialty terrain!"
"#03037","Remove <0>?"
"#03038","Do you want to abort today's challenge?"
"#03039","OK\tCancel"
"#03040","=#01954"
"#03041","=#02613"
"#03042","=#02405"
"#03043","XL"
"#03044","Give Land"
"#03045","=#01402"
"#03046","Build an entrance."
"#03047","Remove plot?"
"#03048","<0> went to the Monster Farm."
"#03049","<0> returned to the wild."
"#03050","=#02962"
"#03051","<pic=stamina> full."
"#03052","Fully recover <0>"
"#03053","<0> finished their survey."
"#03054","=#02430"
"#03055","Survey"
"#03056","<0> Rank Points full!"
"#03057","Town No. <0>"
"#03058","What to do?"
"#03059","Rank Up"
"#03060","Adventurer"
"#03061","Stay"
"#03062","Max number of tourists reached."
"#03063","You need a sign nearby."
"#03064","Get<br>Diamonds<br>with Kairo Land"
"#03065","Get<br>Diamonds<br>with Tapjoy"
"#03066","Get<br>Diamonds<br>for pics"
"#03067","Get<br>Diamonds<br>for videos"
"#03068","Royal<br>Chamber"
"#03069","Rex Regis"
"#03070","Carrie Regis"
"#03071","Env."
"#03072","Materials"
"#03073","Amenity"
"#03074","Indoors"
"#03075"," Medium"
"#03076"," High"
"#03077"," None"
"#03078","=#02612"
"#03079","Normal"
"#03080","=#02614"
"#03081","Lunatic"
"#03082","Not Bad"
"#03083","Good"
"#03084","Luxury"
"#03085","Premium"
"#03086","=#00891"
"#03087","Points"
"#03088","Special Items (Group)"
"#03089","Special Items (Individual)"
"#03090","=#03024"
"#03091","=#03023"
"#03092","Double EXP!"
"#03093","Get more Treasure Chests!"
"#03094","I went all out on this survey..."
"#03095","I set out on my survey feeling really happy..."
"#03096","I set out on this survey full of energy..."
"#03097","My spirits were really up on this survey..."
"#03098","My horoscope for today wasn't looking good..."
"#03099","I was feeling pretty good for this survey..."
"#03100","I ran into some problems on this survey..."
"#03101","I was going to give up and come home, but then..."
"#03102","I witnessed a real miracle!"
"#03103","As soon as I set out..."
"#03104","How should I put this..."
"#03105","I'd never seen anything like it."
"#03106","It was a success!"
"#03107","I set out on this survey ready to give it my all..."
"#03108","I set out on this survey feeling inspired..."
"#03109","Right after I got going, all my ropes came undone..."
"#03110","The survey wasn't looking good, but I got a second wind..."
"#03111","I decided to just go with the flow..."
"#03112","I was really confident this survey would go well..."
"#03113","I walked right off the edge of a cliff..."
"#03114","I can't believe I overslept on the big day..."
"#03115","I was feeling groggy from lack of sleep..."
"#03116","I had to give up and come home..."
"#03117","I realized I was wearing my shoes on the wrong feet..."
"#03118","I got lost and went to the wrong place..."
"#03119","I skipped breakfast and set off early..."
"#03120","You won't believe this!"
"#03121","I put in a really good effort..."
"#03122","I still refuse to believe it but..."
"#03123","Things took a turn for the worse..."
"#03124","I took a break to eat some snacks..."
"#03125","Place some Monster Feed and see what happens."
"#03126","Place a Fishing Pond and see what happens."
"#03127","Place a Studio and see what happens."
"#03128","Place a Bug Trap and see what happens."
"#03129","=#00142"
"#03130","We got home safely."
"#03131","That was a blast!"
"#03132","We totally crushed it!"
"#03133","It was a great success."
"#03134","Instantly Rank Up<br><0> more"
"#03135","The cost of leveling up is deducted from the corresponding town.<br>Your max level depends on your Town Hall."
"#03136","Remove facility"
"#03137","Change facility"
"#03138","Watch the whole video to get Diamonds!"
"#03139","I'm creating my own kingdom in Kingdom Adventurers. Who wants to come explore with me?<br>#kairosoft<br>"
"#03140","Take a pic of your kingdom and share it on social media"
"#03141","End the battle and retreat?<br>You will not receive any treasure."
"#03142","Register your Battle Points every day and aim for<br>the top rank!<br>Defeat monsters to earn points.<br>*Results will be posted the next day."
"#03143","Your score will go up when you deal damage and<br>decrease when you take damage. Plan out your <br>battles to get the highest score and win<br>daily rewards!"
"#03144","Revive all and resume the battle?<br><pic=money><0>"
"#03145","You can share news of your victory<br>with friends.<br>Defeat all monsters to earn rewards."
"#03146","Choose a town to send your items to.<br>Items will go to the Item Storehouse.<br>Any items left over will be lost."
"#03147","Recall the leader?<br>*You will lose the points you've earned so far."
"#03148","The current research project will be reset. Proceed?"
"#03149","<0> conquered the cave!"
"#03150","The cave proved too much for <0>..."
"#03151","Adding friends will allow you to help<br>each other during conquests.<br>Take a look at the Friend Post Office."
"#03152","Cancel the battle?"
"#03153","<0>% of EXP will be carried over. Residents with the same job will get a <1>% bonus."
"#03154","You can transfer stats and EXP to other residents.<br>Once assigned they cannot return to town."
"#03155","Assign as Instructor?<br>*They won't be able to return to town."
"#03156","<0><br>wandered off into the wasteland."
"#03157","Diamond<br>Deals"
"#03158","Deploy residents on quests and<br>conquests to get materials and items."
"#03159","Adventurer <0> returned to their homeland."
"#03160","Adventurer <0> is exhausted..."
"#03161","Use <pic=money><0><br>to refill gage?"
"#03162","The Wairo Dungeon has appeared!"
"#03163","The Wairo Dungeon disappeared."
"#03164","Participating Monsters got <0> EXP!"
"#03165","Cancel deployment?"
"#03166","Wairo Dungeons are now appearing in Kingdom Adventurers! Check them out before they're gone!<br>#kairosoft<br>"
"#03167","Share a screenshot to recover <pic=stamina>.<br>(one time only)<br>Whose will be the best?"
"#03168","Send <0> to<br>the Monster Farm?"
"#03169","They will be gone from the town until you call them<br>at another town."
"#03170","Select a Town Hall with empty spaces."
"#03171","Lock up this area's boss?<br>The fog will return to this area."
"#03172","Find lots of equipment and trade<br>it for new items."
"#03173","Jobs change according to days of the week."
"#03174","The attack's over."
"#03175","More skill slots will be unlocked at higher ranks."
"#03176","A software update is required.<br>Please do not uninstall."
"#03177","Increase available slots by <0>?<br><pic=money><1>"
"#03178","Increased slots by <0>.<br>Current max: <1>"
"#03179","Residents' children who have grown up cannot be placed<br>in day care."
"#03180","Extra <0>%!"
"#03181","<0>D"
"#03182","<0>hr"
"#03183","<0> min"
"#03184","<0>s"
"#03185","<0> Connect to Kairopark"
"#03186","Quit the game and<br>"
"#03187","Load failed. Return to previous data?"
"#03188","Please restart the app."
"#03189","Friend ID: <0>"
"#03190","Loading ({0:f2}%)"
"#03191","Please wait..."
"#03192","debug mode"
"#03193","App data is corrupted. Please re-install from the store."
"#03194","Screenshot"
"#03195","Change Item Storehouse Display"
"#03196","G"
"#03197","=#03196"
"#03198","=#02538"
"#03199","=#02538"
"#03200","=#02538"
"#03201","=#02538"
"#03202","=#02538"
"#03203","=#02538"
"#03204","=#02538"
"#03205","=#02538"
"#03206","An error occurred."
"#03207","=#02538"
"#03208","#<0>"
"#03209","=#02538"
"#03210","=#02538"
"#03211","=#02538"
"#03212","=#02538"
"#03213","<0>/<1>"
"#03214","Average Level"
"#03215","ATK"
"#03216","DEF"
"#03217","Rank"
"#03218","Fave"
"#03219","=#02971"
"#03220","Send inquiry"
"#03221","Enter inquiry code"
"#03222","Error details"
"#03223","=#02538"
"#03225","Sending everything."
"#03226","Your personal information will not<br>be included in the message."
"#03227","Thank you for notifying us of the error.<br>It may take us some time to investigate it.<br><br>*Please check if there is a newer version in the store.<br>*Please do not delete the app."
"#03228","Sent.<br>Thank you for your co-operation.<br>Please also contact our customer<br>support."
"#03229","Error"
"#03230","Incompatible data detected."
"#03231","Overwrite system data?"
"#03232","Overwrite all except Friend ID?"
"#03233","Failed."
"#03234","File not found."
"#03235","Data received successfully. <0>"
"#03236","<br>The app will now close."
"#03237","No corresponding data found."
"#03238","Receiving data"
"#03239","List"
"#03240","Trade"
"#03241","SHOP"
"#03242","Attack"
"#03243","Defense"
"#03244","Balanced"
"#03245","Special"
"#03246","Resolution"
"#03247","Characters"
"#03248","Night/Day"
"#03249","Rendering"
"#03250","Autosave"
"#03251","Screen"
"#03252","Zoom"
"#03253","Speech ON"
"#03254","Speech OFF"
"#03255","More"
"#03256","Less"
"#03257","=#02542"
"#03258","Standard"
"#03259","Father's Job"
"#03260","Compatible Job"
"#03261","Mother's Job"
"#03262","Purchases"
"#03263","Balance Changes"
"#03264","No purchase history."
"#03265","No balance changes."
"#03266","In game"
"#03267","Connection"
"#03268","=#02963"
"#03269","Activity Bonuses"
"#03270","Expired"
"#03271","Animal"
"#03272","Fish"
"#03273","Art"
"#03274","Bug"
"#03275","Deployment"
"#03276","Conquest"
"#03277","First Quest"
"#03278","=#02951"
"#03279","Armor"
"#03280","=#02951"
"#03281","Acc."
"#03282","=#02955"
"#03283","Allies"
"#03284","Range (Tiles)"
"#03285","Defeats"
"#03286","Stored Town Hall Materials"
"#03287","Collected Energy"
"#03288","Energy Collection Time"
"#03289","Group Items"
"#03290","Welcome to the Monster Farm"
"#03291","Select monsters to take with you."
"#03292","Select monsters to fuse."
"#03293","Select monsters to strengthen."
"#03294","=#01613"
"#03295","Switch Residents"
"#03296","Deploy Residents"
"#03297","Select Leader"
"#03298","Conquest Party Members"
"#03299","Friends"
"#03300","Select Roommate"
"#03301","Select Participants"
"#03302","Can Be Moved"
"#03303","Descending"
"#03304","Ascending"
"#03305","Dismiss"
"#03306","=#00870"
"#03307","Equipment Shop"
"#03308","=#00871"
"#03309","=#00872"
"#03310","Search Again"
"#03311","=#00646"
"#03312","Deposits"
"#03313","Recovery Time"
"#03314","Ores"
"#03315","Mining Time"
"#03316","Cancel\tOK"
"#03317","<0>.<br>Cannot be removed."
"#03318","Surveying"
"#03319","On a Date"
"#03320","Collect\t<pic=money><0>"
"#03321","Normal Search"
"#03322","Mover Search"
"#03323","Day Care Search"
"#03324","Set Egg"
"#03325","Call Monsters"
"#03326","*<0> required"
"#03327","Send to Farm"
"#03328","Send to Farm<br><0>/<1>"
"#03329","Train"
"#03330","Fuse<br>"
"#03331","Release"
"#03332","HP already full"
"#03333","=#02461"
"#03334","Purchase Daily Monster"
"#03335","Give <0>"
"#03336","<0> to <1>"
"#03337","<0><br><1> more can rest"
"#03338","Compatibility OK!"
"#03339","Swipe that equipment!"
"#03340","This equipment has already been upgraded to its max level."
"#03341","<0> to unlock"
"#03342","Stock"
"#03343","<pic=money> <0> Unlock"
